ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
HKG,NGDP_R,Hong Kong SAR,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980 Primary domestic currency: Hong Kong dollar Data last updated: 09/2017",493.003,538.323,553.861,587.174,645.904,650.521,722.754,819.569,889.327,909.577,944.418,998.268,1060.51,1126.27,1194.25,1222.6,1274.67,1339.67,1260.86,1292.47,1391.52,1399.32,1422.51,1465.98,1593.53,1711.26,1831.6,1950.01,1991.51,1942.54,2074,2173.86,2210.82,2279.39,2342.35,2398.44,2447.5,2534.04,2601.2,2675.65,2754.8,2839.32,2931.86,2016
HUN,NGDP_R,Hungary,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016. Preliminary Notes: We maintain data only after 1995, as this is what the Statistical office provides. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2005. Changes in inventories is an estimate. Primary domestic currency: Hungarian forint Data last updated: 09/2017",15663.86,16112.9,16570.68,16690.48,17134.12,17090.76,17353.1,18056.11,18044.33,18177.21,17541.61,15455.56,14981.97,14895.66,15334.66,15724.34,15725.22,16245.07,16930.44,17473.05,18207.33,18894.49,19745.32,20501.12,21527.28,22470.8,23337.22,23441.85,23650.3,22097.98,22247.6,22634.58,22271.86,22743.39,23663.89,24408.85,24885.89,25682.23,26555.43,27298.98,28008.76,28680.97,29311.95,2016
ISL,NGDP_R,Iceland,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1990 Primary domestic currency: Icelandic kr—na Data last updated: 09/2017",504.416,525.93,537.261,525.704,547.411,565.436,600.892,652.244,651.659,653.343,660.983,659.504,637.253,645.623,668.922,669.703,701.748,736.217,784.524,815.935,854.126,886.871,889.662,911.372,985.191,1051.24,1103.81,1207.02,1225.36,1140.27,1099.68,1121.53,1135.18,1185.26,1208.08,1257.57,1348.11,1422.36,1468.84,1514.01,1560.07,1602.14,1644.64,2016
IND,NGDP_R,India,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. The original data is in fiscal years, which begins in April and ends in March, to match with authorities' reporting methods. Latest actual data: 2016/17. Official data for the latest year are revised estimates. Data available on quarter-by-quarter basis. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: April/March Base year: 2011/12. The base year is by Fiscal Year, which is April to March (e.g. FY2004: April 2004 ? March 2005). Growth rates of real GDP calculated from 1998 to 2011 are as per national accounts with base year 2004/05, and thereafter are as per national accounts with base year 2011/12 Chain-weighted: No Primary domestic currency: Indian rupee Data last updated: 09/2017",13436.12,14243.12,14738.17,15812.42,16416.57,17279.15,18104.5,18822.41,20634.59,21861.8,23071.59,23315.39,24593.64,25761.94,27477.4,29558.71,31790.31,33077.72,35123.36,38095.83,39610.14,41568.62,43192.88,46624.11,50283.62,54952.32,60043.16,65928.23,68493.43,74301.57,81924.89,87363.3,92130.2,98013.7,105369.8,113810,121898.5,130086.38,139669.2,150566.17,162508.4,175670.58,190012.72,2017
IDN,NGDP_R,Indonesia,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. Accessed via Haver Data. Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008. National account SNA 2008 was recently released in 2015 and the authorities publish data from 2010 only. Whenever applicable, the desks use spliced series from Haver for data prior 2010. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Indonesian rupiah Data last updated: 09/2017",1440888.44,1550458.93,1585289.14,1651759.8,1776867.7,1846265.1,1978985.2,2109045.7,2256236.9,2461207.4,2682768,2922294.6,3112907,3360564.7,3613950,3911022.1,4216785.6,4414970.1,3835427.9,3865772.2,4058235.6,4206096.2,4395348.4,4605462.3,4837157.2,5112516,5393753,5735987.8,6162847,6452609.8,6864133.1,7287635.3,7727083.4,8156497.8,8564866.6,8982511.3,9433034.4,9918929.24,10444585.13,11019037.32,11625084.37,12264574.09,12939229.13,2016
IRN,NGDP_R,Islamic Republic of Iran,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: Central Bank Latest actual data: 2015/16 Notes: GDP in current prices in U.S. dollars is calculated by using the official exchange rate of the Central Bank of Iran (CBI), except for the years 2011- 2015 when the applicable exchange rate is a weighted average of the CBI official exchange rate and the parallel market exchange rate. National accounts manual used: System of National Accounts (SNA) 1993. n.a. GDP valuation: Market prices. Data refer to fiscal years Start/end months of reporting year: April/March. n.a. Base year: 2011/12. 2011/12=100 Chain-weighted: No Primary domestic currency: Iranian rial Data last updated: 08/2017",2301750.75,2197369.84,2807220.61,3027896.46,2750933.18,2810089.21,2529406.81,2559366.68,2431169.77,2573248.63,2936934.29,3299961.46,3391077.06,3464267.31,3419360.92,3497746.62,3660436.98,3667406.92,3749619.68,3767321.63,3986303.05,4005134.19,4300080.93,4662040.54,4864976.59,5120695.97,5397466.32,5779703.66,5795047.6,5813909.97,6150973.04,6364368.56,5873423.49,5854329.03,6042535.01,5946680.44,6691109.2,6922536.49,7182503.64,7466237.4,7763927.21,8085157.33,8417497.67,2016
IRQ,NGDP_R,Iraq,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2014. Latest actual data available through Q2 2014. National accounts manual used: 1968 SNA. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007. Base year rebased from 1988 to 2007 in end-2014. Chain-weighted: No Primary domestic currency: Iraqi dinar  Data last updated: 08/2017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35529.2,44323.4,42399.1,39613.9,36525.21,66398.21,101845.26,103551.4,109389.94,111455.81,120626.52,124702.85,132687.03,142700.22,162587.53,174990.18,176282.47,184828.05,205148.43,204229.2,210211.64,213744.44,218027.57,222559.49,227306.17,2014
IRL,NGDP_R,Ireland,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2016 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1997. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015. Base year changes every year. Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 08/2017",51.467,52.76,53.548,53.157,54.861,55.929,56.166,58.211,59.956,63.322,68.205,69.325,71.806,73.468,77.798,85.261,93.013,103.009,111.743,123.599,135.4,143.284,152.324,157.101,167.712,177.813,187.659,197.34,189.578,180.732,183.914,189.311,189.392,192.484,208.47,261.643,275.06,286.314,296.038,304.982,313.866,322.741,331.708,2016
ISR,NGDP_R,Israel,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008. The System of National Accounts was revised in August 2013 in accordance with changes in the new System of National Accounts 2008. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995 Primary domestic currency: Israeli shekel Data last updated: 09/2017",279.155,292.34,296.505,304.172,310.895,324.733,336.263,361.45,374.332,379.644,404.826,423.519,453.821,470.936,503.953,552.604,585.835,609.517,634.881,657.245,715.162,715.824,714.609,722.609,758.792,789.921,835.107,886.731,912.931,926.233,976.991,1027.95,1050.53,1094.69,1132.76,1162.53,1208.59,1245.86,1287.81,1326.97,1367,1408.29,1450.84,2016
ITA,NGDP_R,Italy,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: ESA2010 GDP valuation: Gross domestic product, chained Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2017",1048.21,1057.05,1061.43,1073.84,1108.48,1139.49,1172.08,1209.5,1260.23,1302.93,1329.67,1350.07,1360.5,1348.42,1377.43,1409.06,1427.18,1453.38,1476.87,1499.9,1555.55,1583.12,1587.05,1589.46,1614.6,1629.93,1662.64,1687.14,1669.42,1577.9,1604.52,1613.77,1568.27,1541.17,1542.92,1555.01,1568.69,1592.33,1610.23,1624.72,1640.97,1656.4,1670.48,2016
JAM,NGDP_R,Jamaica,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007. Base year was changed from 2003 to 2007 for the Spring 2012 WEO round. Chain-weighted: No Primary domestic currency: Jamaica dollar Data last updated: 08/2017,455.278,475.401,490.041,510.392,515.239,510.602,546.344,588.412,564.92,591.471,620.306,625.48,642.854,657.065,669.384,686.261,687.879,676.591,668.405,674.961,680.201,688.913,693.562,718.99,728.508,735.019,756.328,767.251,760.966,735.122,724.472,734.807,731.038,732.544,736.405,743.289,753.153,765.681,783.483,804.245,826.563,849.707,873.499,2015
