,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Unnamed: 62,Region,IncomeGroup,SpecialNotes,TableName
94,"Hong Kong SAR, China",HKG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,10710143795.809,12240715537.9169,14170355971.0671,15392917237.2712,17646773421.9007,17963492855.4268,18251549896.7786,18871649727.4727,21012399702.9836,22946890694.8095,24620443677.8792,27233130964.5371,30577260451.4893,31315758009.8573,31469873487.7791,36556786658.899,40843357648.5364,44217362167.3318,49327425732.1309,54313579570.7611,59343498677.4421,61093999159.5029,64745587922.5094,71203224879.3806,71742298332.1973,79674174406.5569,90349261891.9373,98039381712.3036,100271741102.80199,104112611894.129,110049034273.30801,116910480239.92699,124160191380.53801,131654525014.36,134779717921.08801,140519361953.993,147685400957.449,138997609409.477,142481964138.143,153401012676.915,154261325402.02402,156817018624.243,161609921795.636,175670148036.772,188648920173.177,201915969830.874,214969484666.87302,219543892217.922,214145110171.952,228637697575.04,239645820009.492,243720509776.97897,251279664513.103,258221034457.9,264403622689.868,269812326333.129,,,East Asia & Pacific,High income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Agriculture value added includes mining and quarrying.","Hong Kong SAR, China"
95,Honduras,HND,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2234326591.95723,2275788081.61845,2406983760.73282,2493164290.84688,2628210163.98886,2865725629.35676,3019725204.5892897,3200230572.89257,3411387650.34168,3433747210.20912,3558279639.3191,3700433039.25466,3913663272.94645,4221662800.00125,4169835905.7163897,4258681838.8988705,4705872947.05537,5194525574.60387,5714274287.18995,5980812086.73738,6020792666.98167,6173311521.09215,6087427396.83327,6031158121.1565895,6293253628.50452,6556829797.51296,6604214488.79062,7002540422.39356,7325347220.13049,7642230954.994571,7649634778.630509,7898403488.66196,8342633065.382041,8862381777.96812,8746882151.050129,9102265883.78003,9429515072.81904,9900398521.65924,10187667041.2616,9995167517.714571,10569704556.9194,10857538040.411999,11265166701.8573,11777398118.373001,12511401249.9967,13268415996.7103,14139785190.6771,15014801358.9561,15650167709.792,15269613868.5127,15839344591.9842,16446892853.4328,17125933703.7093,17604014377.0727,18142359318.8949,18802867989.9216,19481561981.2281,,,Latin America & Caribbean,Lower middle income,,Honduras
97,Croatia,HRV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39570408912.3317,41894655329.2106,44678753801.3823,45510618988.7232,45084867151.6915,46783437795.562004,48390170225.5365,50928948181.1568,53759531775.190994,55954431684.2488,58284285194.6162,61073258694.0705,64218534558.0211,65537175791.1968,60698052946.52599,59665427464.5326,59497610894.8709,58196142797.3809,57576981757.0025,57293842615.4965,58234287850.1273,59940137740.9967,,,Europe & Central Asia,Upper middle income,,Croatia
98,Haiti,HTI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6030382483.77718,6193487029.72877,6328619070.81689,6500140280.59859,6556695382.94487,6488218935.45495,6471903365.913071,6495448172.13624,6266620799.3829,6379733984.50127,6523228358.6981,6741318083.48971,6798211055.17447,7007816740.328871,6622541528.56888,6988353355.27882,7189974061.95115,7494401366.580171,7705005174.044829,7798329610.05405,7910618369.958191,,,Latin America & Caribbean,Low income,Fiscal year end: September 30; reporting period for national accounts data: FY.,Haiti
99,Hungary,HUN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91427130058.3088,88625637909.054,88115058060.6171,90711945009.4375,92063122539.4636,92068263068.3716,95111912948.2672,99124622813.4955,102301516611.43,106600567997.339,110623781403.66199,115605240949.29301,120030317264.49,126038301821.723,131562426763.113,136635139482.152,137247740662.75801,138468153784.068,129379610582.328,130255637530.908,132521334496.84,130397663674.143,133158373682.03801,138547720743.148,142909319135.345,145702295038.011,,,Europe & Central Asia,High income,,Hungary
104,Indonesia,IDN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,60580597267.2392,64058314793.6083,65238254668.6196,63778855349.5244,66030056426.8482,66744230561.7269,68607293522.2791,69554350527.2295,77146332091.4747,82409484955.0241,88635220348.1984,94860955741.3726,101536931350.01599,109765459425.779,118145693216.164,124026159828.575,132567301909.33801,144181954870.16,153938848478.323,165213806159.43802,181537058284.482,195927785588.603,200329196198.436,208728934024.01398,223288878861.957,228786571622.488,242227885896.286,254159855613.23,268851562224.355,288898712661.287,309821137734.336,331235921596.565,352757997188.37396,375674596363.267,404000352342.247,437209211196.90704,471391045244.884,493545853299.545,428759443957.88,432151471748.063,453413616927.798,469933589927.666,491078136159.835,514553483744.125,540440020890.984,571204954434.658,602626663572.802,640863459320.349,679403088245.167,710851782010.38,755094160363.0709,801681840622.4929,850023661688.3821,897261717986.534,942184637117.355,988127958652.971,1037688093481.75,,,East Asia & Pacific,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. Data for Indonesia include Timor-Leste through 1999 unless otherwise noted. Statistics Indonesia revised national accounts based on SNA2008. The new base year is 2010. Price valuation is in basic prices.,Indonesia
106,Isle of Man,IMN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,974184560.5879369,978265644.370926,1165168562.08714,1280477682.93243,1431949953.32192,1529969980.0171402,1594029468.3656301,1619613448.2534802,1632364601.8368402,1674288230.49185,1741321116.34326,1815865340.2642899,1955977445.60182,2123830201.11902,2410743918.10753,2740852295.47332,2887168975.34271,3042387981.81314,3220944968.34087,3424759243.8720303,3602846612.2533703,3815414672.1240396,4109201659.0485,4415627499.5648,4850507789.87794,4953685422.22405,5420118974.042029,5681084810.69334,6036126517.69757,6307360484.87976,6624692723.3739395,,,,,Europe & Central Asia,High income,WB-3 code changed from IMY to IMN to align with ISO code.,Isle of Man
107,India,IND,GDP (constant 2010 US$),NY.GDP.MKTP.KD,136746336021.575,141837050034.556,145994475148.979,154745899730.88098,166279034454.174,161896301365.077,161806726133.13,174469660700.896,180380569239.055,192176917860.01398,202087923013.778,205408086903.138,204271561262.57397,211003373737.23398,213504473236.68103,233039944685.513,236915640480.339,254103312464.21103,268619045727.94397,254548289338.226,271694207810.62302,288012715165.845,298023268843.192,319745865729.965,331962517064.819,349404821020.633,366094366511.466,380611310099.34296,417255740804.096,442071372266.614,466533190787.303,471463660193.30396,497311165142.66705,520937305714.18396,555626125340.17,597711980866.823,642836379846.4971,668870101582.911,710235809965.2,773061533622.1129,802754758765.9191,841479377511.348,873489045365.477,942148616477.496,1016794518279.13,1111202106006.44,1214143477507.44,1333146054742.66,1385018195313.06,1502464745208.38,1656617073124.71,1766589341211.56,1862981302114.15,1981953270296.47,2130703228141.64,2301373678534.06,2464933096797.18,,,South Asia,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on official government statistics; the new base year is 2011/12. India reports using SNA 2008.,India
108,Ireland,IRL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,36444233853.2057,37708807833.1836,40156037226.7851,42051975735.1182,43843486288.808,46323556905.8819,46969681615.0324,50826503241.7787,54479266024.6191,56153433631.0228,57882582732.0919,59807303500.2662,61172984440.5633,61023538106.6693,63680730363.5179,65645672445.5623,65364491968.2404,68412497777.6097,71981861155.1113,76166828674.8234,82615514527.4579,84209696167.67401,87025057285.4431,89368301876.8245,94512186740.5859,103617890026.041,113038639984.377,125187047010.775,135487319702.49301,150205267250.799,165094200380.374,175085543915.77402,184850016323.10602,191639762928.90698,204527351772.93,216320645505.35397,229010293551.804,237704966740.068,227308984382.57602,216932069366.653,221343483668.837,221253699213.195,218813531385.909,221217949421.17398,239938212979.98602,302984522043.503,318781361514.54,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Ireland
109,"Iran, Islamic Rep.",IRN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,55008199861.362,60724056997.4978,65526885363.1926,70141337925.7685,76085976411.7395,89047763860.6423,99290400337.9273,110463353581.33801,126374696820.65,145983827472.444,161936358582.34802,184124203150.852,210820400546.88,226508983528.93802,239648884838.34302,238867111255.16602,282485286342.747,274650337458.608,239382881270.26602,210607239021.737,165116813883.768,155710460310.332,191790513393.427,213053784552.52103,197842062853.222,201537060006.58398,181816848980.232,181503928205.772,170464865427.365,180917968164.32898,205513632859.48102,231647051483.288,239286729358.448,235766794094.242,231762799356.70898,237327527424.692,252399073803.436,255807469064.417,261128294555.75302,266357901072.91602,281927925364.04803,288672128262.342,311993456682.87897,338947502385.458,353646523406.399,368530410531.60297,389552313541.27,425064554419.08704,428990857822.095,438920754763.985,467790215915.476,485330901134.448,453256899727.83203,444592553889.771,463902735245.89,456944194217.202,,,,Middle East & North Africa,Upper middle income,"Fiscal year end: March 20; reporting period for national accounts data: FY. Based on data from the Central Bank of Iran, the new base year is 2004/05.","Iran, Islamic Rep."
110,Iraq,IRQ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,13470458663.4932,13907465459.571001,14539470348.6708,15320901820.5358,15893184046.4595,16595465000.9602,19269553239.2887,21676448518.7612,25399401037.7733,25881979343.8993,30296659415.1873,36619346656.0894,45683999700.3624,45351087827.0686,46908434219.6712,40775948070.5521,40170326687.3795,40754361565.8638,42648457432.5216,46617016405.5969,46608141953.6336,45154650633.8524,71262089027.4253,25620782636.5138,33971162223.5539,44260969337.2328,45967022762.6076,46941533526.9572,52114859315.0861,63182979850.0698,85206731245.2155,100188005390.994,101597124451.063,103939260216.262,96767263938.4528,64736488641.8064,99796330254.8975,104187984720.99,114771608149.415,116352699697.206,125926324446.49301,130181751588.159,138516722649.573,148969847232.097,169730925971.545,180885914501.784,182152115903.29602,190895417466.665,211893913387.98102,,,Middle East & North Africa,Upper middle income,"Based on official government statistics, the new base year is 2007.",Iraq
111,Iceland,ISL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2054312789.56143,2052573568.37086,2223218638.70931,2451840723.41058,2694978587.91131,2893645114.07025,3146432026.26897,3106558493.16308,2936477325.07723,3006206564.05969,3287879821.45849,3717304466.61445,3946934796.23128,4215563562.25051,4456115933.89893,4484909352.98606,4752181584.78541,5171432219.202021,5482582536.1436,5749067977.40826,6079519846.54985,6338811799.83089,6475385699.01814,6336089681.29617,6597714315.16488,6814966582.9297,7242301922.491429,7861224681.031209,7854171116.53066,7874469424.2499,7966551133.35602,7948743859.571879,7680561655.98052,7781441951.997259,8062263137.16758,8071662422.80211,8457896508.62368,8873449001.66343,9456181958.560171,9834790838.31837,10295109615.8728,10689797711.7406,10723438709.5257,10985105647.2506,11874874482.7062,12671012622.6807,13304647025.1521,14548640743.0198,14769687772.9485,13744089340.1047,13254818331.1893,13518208902.5705,13682797876.6837,14286419350.1594,14561453491.6576,15157963467.0998,16249289009.3572,,,Europe & Central Asia,High income,,Iceland
112,Israel,ISR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,16491946107.3296,18339684885.2894,20202284768.5844,22363063161.8532,24138062416.5066,26333169508.9687,26312196516.0415,27100252107.7545,31501863351.3811,35775312732.6248,38389532773.4902,42698482875.8508,48531453882.33401,50153638643.1326,53584277088.5832,55362387381.8517,56090875524.9578,56086406719.9925,58790620804.7235,62485492959.5143,66779054062.5884,70216745126.2947,71486851233.0084,73996626554.3304,74665374609.481,77239704236.1452,80940593039.3772,86758349718.5463,88514461185.45,89283774081.3519,95386739522.1581,102730926139.78699,108512412161.115,114542308178.327,122482181531.265,130566005530.996,138605602164.69598,144263708741.154,150397526371.324,156018013643.655,169969180408.606,170379791343.835,170263464918.397,172267694485.62302,181077553464.778,189026703635.214,199993670756.60898,212263440433.03198,218757443090.82,221532735429.591,233754747258.625,245587830638.251,251437242232.94897,262440961369.735,270742092414.325,277531860241.795,288746706823.541,,,Middle East & North Africa,High income,,Israel
113,Italy,ITA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,545555454187.24,590330531908.795,626952574654.509,662122908644.938,680647136350.639,702890846213.641,744957416987.275,798435022986.25,850689039447.894,902564567449.302,950117955373.945,967392125826.482,1003093594366.81,1074572662676.28,1133675675659.01,1109980007006.63,1189070357776.64,1219516513782.87,1259030553604.44,1334058191827.45,1379816606354.88,1391465399286.78,1397220300751.32,1413556649292.54,1459155900183.85,1499984333138.42,1542883463335.42,1592131695910.19,1658911705851.47,1715121996494.63,1749180458752.05,1776090682635.35,1790908171541.82,1775635203528.98,1813829536626.63,1866191834124.03,1890197899527.46,1924889936115.44,1955997566248.06,1986508211792.13,2060209811615.22,2096720560845.91,2101931882356.81,2105112607548.96,2138414142290.35,2158721909476.38,2202038556271.79,2234493775044.42,2211022534354.32,2089813086017.75,2125058270201.64,2137311880235.87,2077060649524.23,2041165773558.8,2043485998063.82,2059491478622.5,2077612749500.4,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Italy
114,Jamaica,JAM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,6744754034.02684,6866742253.49262,7261177007.43914,7665963944.77846,8590817191.86017,8801985788.54073,10387096266.0586,9817311156.07619,9402111413.683159,9378033334.36625,8750244797.86095,8522952928.07397,8518376075.52125,8428077769.557421,7946483984.43432,8156227296.56193,8324998531.1098,8483929280.065809,8353077753.16556,8107193584.8188,8259818653.41805,8908243725.77034,9262284235.70064,9926696073.28735,10343670427.5756,10844121898.7104,11056183311.4573,12097355433.9024,12264709015.3758,12552924408.4994,12538647816.1669,12395649569.2876,12106266493.0431,12233100683.8126,12340593373.5471,12506565662.1969,12756358165.5823,13224046769.2064,13399096795.4968,13518857646.0902,13910786275.0828,14109982340.6788,13995303046.2447,13388911183.8588,13192229343.0991,13420329295.6432,13336860995.6237,13404030751.8524,13497137975.6191,13631636809.1301,13819078028.7767,,,Latin America & Caribbean,Upper middle income,,Jamaica
